J,Information Processing Challenges,"The best estimators would take, you know, sometimes you only afforded a day or two to review a complete set of documents before you weigh a determination on it. Just given time constraints and everything else. But you could have three weeks and find not enough time to really read. Every page read. Every note read every you know specification."
J,Document Analysis Tool Limitations,"I know there's programs out there. You know that that will claim to help you upload all the documents. And it spits out a summary for you or it's key highlights of keynotes here and there, which might be helpful to some degree, but you you definitely don't wanna rely on that 1000% as a crutch to to just trusting the information 100% just because it."
J,Project Context Switching Challenges,"Then you have challenges where if you have one person working on multiple projects, there's that mind shift that takes you from 1 project to another, you know where. You read some some detail. So on project A but project B doesn't have that. But it's fresh in your mind, so you kinda have to like set that you know, wall between A and B."
J,Scope Verification Needs,"And that leads to, you know, sometimes you're just missing small scope here and there. The hope is that you're not missing anything too large to make it."
J,Future Vision for Comprehensive AI Integration,"Like once they perfect. Hey, upload the set of plans and everything gets spit out on a report, even from a constructability for alternative products costing perspective. Or even just upload the set of plans. Here's all your units. Here's all your unit costs. Here's the total budget for this set of plans. You know, there it is."
J,Efficiency Measurement Focus,"1 tangible way we can is how long does it take to assemble a budget? If it takes 10 hours and this instituting this new process cuts it down in half, then then that's a very easily quantifiable way that we could measure that."
J,Complex Systems Estimation Challenges,"I would say like mechanical, electrical, plumbing systems from an in House perspective, you know those systems are getting a lot more complicated as far as have a sophisticated technology that's part of those systems. So and and code changes with energy codes and those kinds of things, A Cy. Pretty often, so just. Maintaining a keen eye and accuracy and cost estimating. From that component I would say like that mechanical, electrical, plumbing systems has been a bit of a bit of a challenge for us."
J,Technology Adoption Philosophy,"Oak's culture has always been such that, you know, we don't, we don't want to be the first. Adopter of of any newer technology because you know you can invest so much in that next big thing, but there's always an iteration of improvement upon that first. Technology, right? So we've always taken the we've always taken a culturally, we've always kind of had the mindset of, yeah, well, we're going to keep an eye on things that are introduced into the marketplace from a software perspective. But we're going to kind of keep an eye on it. See."
K,Real-time Cost Database Updates,"So actually that's a great segue for AI. I mean that would be awesome if you could get. Real time costs of things, but that's, you know it's it's very challenging obviously because you have material costs are always changing, labor costs are changing and so but that would be a great application."
K,Database Obsolescence Challenges,"Cost, we can't just rely on the database 'cause the database gets obsolete very quickly. And it's it's very difficult for us to update it."
K,Manual Verification Requirements,"The It's the estimators. You know we have to always check those unit costs. Cost, we can't just rely on the database 'cause the database gets obsolete very quickly."
K,Labor-Intensive Database Maintenance,"Yeah. Yeah. Because, I mean, it comes down to our labor in our company like we would have to assign somebody probably full time to just constantly update cost in the database, you know, so it's not cost effective for us to do that."
K,Conceptual Estimating AI Potential,"I like to, you know, you have to fill the gaps and I think it's pretty relevant to like AI how, how could how could AI do that, you know?"
K,Automated Quantity Surveying Vision,I mean I'm thinking AI should be able to do quantity survey somehow.
K,Database Integration Benefits,"I mean again, like when it comes to a database of cost to me that would be. The real one of the most helpful benefits, if it could somehow. Provide unit cost, material cost, labor cost, equipment cost, whatever. Like a huge database that was constantly updated and accurate that as well as you know if it can start to do take off."
K,Historical Data System Integration,"I mean, if if say it's a massive whatever university or or they have, if they put their standards into like an AI chatbot or whatever, I don't. I don't know that much about it, but if their standards are in there and. I'm not sure how that would work, but a lot of upfront work. But yeah, that could be helpful."
K,Cost-Effectiveness Considerations,"I guess to me it would be, you know, does it provide value? Does it really provide value and is it that much more than what we currently use? Does it? You know, does it cut productivity costs way down? And you know that type of thing?"
K,Technology Investment Decision Factors,"Yeah, I mean, if it's, if it really works and it's worthwhile, you know, if it saves the company money plus it's a benefit to our clients."
K,Complex Material Selection Analysis,"Well, there's, you know, the variables just just on a number of flooring like just say it's, you know, LVT. There's, I don't know how many different manufacturers just say 700 or 800. So a lot of times we get questions from architects. Well, what if I use this one instead of this one? You know how much will I save? You know, so it's impossible for us to keep all that information. Updated and current."
K,Comprehensive Cost Optimization,"So if that was something that could be analyzed in AI, to me that would be mind blowing. You could get the best, you know, most cost effective. And building."
K,Information Organization Challenges,"Yeah, that would be a good idea, because there's always, like, you know, some of these universities have that information, but they don't know where it is. Yeah. Or they or there's so much of it that if they got it to us, it would take us forever to go through it."
K,Market Condition Variables,"That's a variable that will never be able to really estimate, you know. At the end of the day it it's supply and demand."
K,Conceptual Phase Information Gaps,"It's it's lack of information, lack of people's time to. To communicate, I mean generally it's it's good if if we have questions. You know, the design team will will help us to the best they can, but they don't always have all the answers. So we have to fill the gaps."
K,Vendor Standards and Specifications,"Sometimes some of these owners, they want to go with a standard. They want all Otis elevators in there on their campus, so we need to know those things beforehand so we can make sure that we get the appropriate cost in the estimate for that."
K,Future Industry Evolution Uncertainty,"Half of me says it's probably going to be similar to what it is now 'cause I I guess I don't know enough about the AI. Is that really going to be a game changer or not? I I don't know but. To some extent, I think it would be, you know, some of the technology is is just going to keep evolving, but you always need the human input."
L,Addressing Current Accuracy Challenges,"Is this perfect? No, but is it for? We've got over like 1000 questions that we've generated for Constructability review. And so for us to have a person go through the set of drawings and do that... would take days."
L,Building Custom Training Models,So we we actually have a checklist that we built and it's it's almost too much and we were like you know the design team really is responsible for making sure that all of this is correct... But by doing this we can upload all of this into chess EPT and it can do it in an hour rather than it taking us days to do it.
L,Cost Accuracy Validation,"And I back checked it and I'm like these costs are actually pretty pretty accurate. So yeah, for stuff like that. I mean, it would have probably taken me, you know, an hour to set it up in the estimating software, put all the parameters in, put in all the sizes, all that stuff."
L,Workflow Integration Challenges,We're still trying to figure out what's the best syntax to write into ChatGPT so that it reads it right... What is the best file format for the Excel file and then what is and then how? How much drawings do we put in?
L,Software Ecosystem Integration,Product key numbers that integrate with our estimating software. So that we can quickly export out of togal and import into our estimating software.
L,Processing Optimization,"See what I did is I put it all in one time and it just it took a really long time. Whereas if you do it more strategically in smaller bytes and pieces, it does seem to work a little bit better."
L,Meeting Automation Success,"This is the the most powerful AI note taker I've seen, even as a standalone AI note taker... it incorporates and then I can have all my my notes that I take in the meeting on my own too... it also brings in all the action items that come out of the meeting."
L,3D Visualization for Client Communication,"You can put heights in and things like that and generate actual 3D visuals in togal, which are really nice for visualization. We've used those as visualization tools for owners, you know, hey, this is... these are your columns."
L,Drawing Comparison Tools,"It does have a cool feature that allows for you to overlay drawings, so it does the overlay comparisons all through AI... That would be something that would be awesome for procore to have or for... if they if they could have AI do that for you, you just put the drawings in and does it for you."
L,Future Visualization Technology,"I saw and this was probably 8 years ago was, you know, Microsoft HoloLens... you could actually see the plans in front of you... workers wearing, you know, virtual or augmented reality glasses so that they weren't working. But then they can actually see what the building's going to look like... they can see where the stud is and they can just put the stud there."
L,File Management Improvements,"Togal just came out with a feature a couple weeks ago... when you bring the drawings in now, it automatically detects the page number and it detects the page. Name and it automatically names all those... this is incredible."
L,Customizable Question Databases,"If, if, if there was a way that I could enter, I could build a database of my questions, right? That we've built, which are extremely robust and then have a tool do an overlay and generate overlay reports and then also... Review the drawings based on the questions that were asked."
L,Processing Limitations,"And then you can't really edit the report like their report, whereas with ChatGPT I can have it export into an Excel and then I can put the filter on it and then I can clean up the data that I need to in there."
L,Cost-Effectiveness vs. Specialized Tools,"It's like $2500. Per project... And so with ChatGPT at $30.00 a month, we can run multiple projects and get you know... Almost kind of similar results."
L,Platform Limitations and Guardrails,"And the other thing too is you gotta be real careful with copilot because you know, if you don't have your everything set up perfectly, it can pull data like people's salaries within the company... So that's the other part with copilot is it's like you really have to put up all the guardrails and the security."
L,Scalability Through Monthly Licensing,"I think we pay like $25.00 a month for five people... So you know, so it's it's it's pretty reasonable."
L,Comprehensive Constructability Review Solution,There's such a huge need for it for constructability review because there isn't a tool. I haven't found a really firmes is the closest thing and it's it's lacking a few things and it's not... It doesn't allow you to put your own questions in and ChatGPT does.
L,Industry-Wide AI Adoption Strategy,So we have... We have started doing. A monthly meeting to talk about AI... So one of the biggest things that we're trying to control is instead of everybody using. A bunch of different tools for AI because there's a lot of them out there and some of them don't have the guard rails on them.
L,Future of Construction Technology,"I think AI is definitely gonna make a change. You know, I'm already seeing software that can generate full architectural drawings from prompts, you know, and the drawings look pretty pretty amazing... I think it's gonna take. I think it's gonna help on code review. For permitting."
L,Conceptual Estimation Advancement,"You know, for us doing conceptual estimates. Quickly is still like one of my top things... They're gonna have that that conceptual. AI modeling that you can just basically. Basically, type in on a prompt and it will actually build the model and build the estimate."
